id	condition1	pielou_evenness
SRR14300711	MANURE	0.942107909040003
SRR14300712	MANURE	0.672812914418019
SRR14300713	MANURE	0.758470647206509
SRR14300714	FOODWASTE	
SRR14300715	FOODWASTE	
SRR14300716	FOODWASTE	0.932035686824022
SRR14300717	FOODWASTE	0.852261560084736
SRR14300718	FOODWASTE	0.750125871773277
SRR14300719	SILAGE	0.857642518172122
SRR14300720	FOODWASTE	0.87430245117931
SRR14300721	FOODWASTE	
SRR14300722	FOODWASTE	0.75581121004028
SRR14300723	FOODWASTE	0.906277598960751
SRR14300724	FOODWASTE	0.822597152714639
SRR14300725	FOODWASTE	0.897938241106918
SRR14300726	FOODWASTE	0.846220273070955
SRR14300727	FOODWASTE	0.879681498199589
SRR14300728	FOODWASTE	0.838710870383711
SRR14300729	FOODWASTE	0.790362998076281
SRR14300730	SILAGE	0.92165684383447
SRR14300731	FOODWASTE	0.804447142499944
SRR14300732	FOODWASTE	0.898730840999628
SRR14300733	FOODWASTE	0.856369226579412
SRR14300734	FOODWASTE	
SRR14300735	FOODWASTE	0.886208577593795
SRR14300736	FOODWASTE	0.934896117578934
SRR14300737	FOODWASTE	0.906611390071242
SRR14300738	FOODWASTE	0.862097802674556
SRR22681385	ALGAE	
SRR22681386	ALGAE	0.992215060722018
SRR22681387	ALGAE	
SRR22681388	ALGAE	
SRR22681389	ALGAE	0.997502546369115
SRR22681390	ALGAE	
SRR22681391	ALGAE	0.845350936622437
SRR22681392	ALGAE	0.785475297227335
SRR22681393	ALGAE	0.996791631981637
SRR22681394	ALGAE	
SRR22681395	ALGAE	0.944310760403136
SRR22681396	ALGAE	0.908303846738537
SRR6173195	MIXED	0.933814781852386
SRR6173196	MIXED	0.927099989525616
SRR6173197	MIXED	0.886726768942947
SRR6173198	MIXED	0.934375677176248
SRR6173199	MIXED	0.940142384777391
SRR6173200	MIXED	0.934502082698666
SRR6173201	MIXED	0.921873685437576
SRR6173202	MIXED	0.93591307116973
SRR6173203	MIXED	0.927986418664562
SRR6173204	MIXED	0.949634684674642
SRR6173205	MIXED	0.93058559965759
SRR6173206	MIXED	0.938410233399195
SRR6173207	MIXED	0.931386280835249
SRR6173208	MIXED	0.906836082681897
SRR6173209	MIXED	0.955209256885158
SRR6173210	MIXED	0.94273138687384
SRR6173211	MIXED	0.881608697111193
SRR6173212	MIXED	0.939169867277516
SRR6173213	MIXED	0.928469880072858
SRR6173214	MIXED	0.939554716020933
SRR6173215	MIXED	0.929753441904673
SRR6173216	MIXED	0.913922346720105
SRR6173217	MIXED	0.922651242480843
SRR6173218	MIXED	0.917049488412836
SRR6173219	MIXED	0.906255887616091
SRR6173220	MIXED	0.90950076835446
SRR6173221	MIXED	0.927518508896658
SRR6173222	MIXED	0.950314783410364
SRR6173223	MIXED	0.964693995764971
SRR6173224	MIXED	0.942186121818509
SRR6173225	MIXED	0.939991407453246
SRR6173226	MIXED	0.928170407983194
SRR6173227	MIXED	0.937210133512364
SRR6173228	MIXED	0.971938660730274
SRR6173229	MIXED	0.956282988738452
SRR6173230	MIXED	0.923124111142413
SRR6173231	MIXED	0.93490520463008
SRR6173232	MIXED	0.920983826748747
SRR6173233	MIXED	0.920142331404749
SRR6173234	MIXED	0.930798634818077
SRR6173235	MIXED	0.918485817477035
SRR6173236	MIXED	0.920737672095087
SRR6173237	MIXED	0.886933912174894
SRR6173238	MIXED	0.948064966427118
SRR6173239	MIXED	0.893187083009745
SRR6173240	MIXED	0.95828575530344
SRR6173241	MIXED	0.915910189427782
SRR6173242	MIXED	0.930312067391105
SRR6173243	MIXED	0.873591790509689
SRR6173244	MIXED	0.94359798707237
SRR6173245	MIXED	0.948517546468618
SRR6173246	MIXED	0.93141588955664
SRR6173247	MIXED	0.954895547195529
SRR6173248	MIXED	0.955230335258759
SRR6173249	MIXED	0.920184879105245
SRR6173250	MIXED	0.933724616854759
SRR6173251	MIXED	0.93571021414768
SRR5808316	MIXED	0.953212909623256
SRR5808317	MIXED	0.96857174818786
SRR5808318	MIXED	0.945037354063373
SRR5808319	MIXED	0.96589550104287
SRR5808320	MIXED	0.94913886513762
SRR5808321	MIXED	0.921885676244254
SRR5808322	MIXED	0.93743632981137
SRR5808323	MIXED	0.856594860891593
SRR5808324	MIXED	0.938535219133294
SRR5808325	MIXED	0.84224579395304
SRR5808326	MIXED	0.932645885974669
SRR5808327	MIXED	0.961285457926703
SRR5808328	MIXED	0.934484001982692
SRR5808329	MIXED	0.917610409884988
SRR5808330	MIXED	0.931230711998284
SRR5808331	MIXED	0.939366027111349
SRR5808332	MIXED	0.934305725048176
SRR5808333	MIXED	0.950700452309292
SRR5808334	MIXED	0.952202481570605
SRR5808335	MIXED	0.941435053600412
SRR5808336	MIXED	0.951037491224378
SRR5808337	MIXED	0.93728890135054
SRR5808338	MIXED	0.98625384363065
SRR5808339	MIXED	0.961698420972063
SRR5808340	MIXED	0.943148193924372
SRR5808341	MIXED	0.945092452200229
SRR5808342	MIXED	0.954057829053682
SRR5808343	MIXED	0.961534713368973
SRR5808344	MIXED	0.972296125761984
SRR5808345	MIXED	0.912553796683805
SRR5808346	MIXED	0.920822702103134
SRR5808347	MIXED	0.928603957308673
SRR5808348	MIXED	0.945517859129239
SRR5808349	MIXED	0.821803981137365
SRR5808350	MIXED	0.932128343813277
SRR5808351	MIXED	0.874932478436099
SRR5808352	MIXED	0.914743657649342
SRR5808353	MIXED	0.89514897905391
SRR5808354	MIXED	0.884183529481196
SRR5808355	MIXED	0.951436774070507
SRR5808356	MIXED	0.934307108240599
SRR5808357	MIXED	0.943401739962785
SRR5808358	MIXED	0.925899875753176
SRR5808359	MIXED	0.924830091536599
SRR5808360	MIXED	0.938987338578862
SRR5808361	MIXED	0.912103554878306
SRR5808362	MIXED	0.901082579219342
SRR5808363	MIXED	0.919018449284159
SRR5808364	MIXED	0.893741624656216
SRR5808365	MIXED	0.877216719983582
SRR5808366	MIXED	0.87072405540698
SRR5808367	MIXED	0.868424919149924
SRR5808368	MIXED	0.851945257458659
SRR5808369	MIXED	0.909274844101528
SRR5808370	MIXED	0.931801860162678
SRR5808371	MIXED	0.902993949473998
SRR5808372	MIXED	0.933710737529929
SRR5808373	MIXED	0.903604810671492
SRR5808374	MIXED	0.896826198961673
SRR5808375	MIXED	0.951169455076528
SRR5808376	MIXED	0.94768627894203
SRR5808377	MIXED	0.888720678190362
SRR5808378	MIXED	0.965894767166073
SRR5808379	MIXED	0.930834527185996
SRR5808380	MIXED	0.954813072139797
SRR5808381	MIXED	0.969623755740178
SRR5808382	MIXED	0.881984988515344
SRR5808383	MIXED	0.926304338835032
SRR5808384	MIXED	0.886555184980682
SRR5808385	MIXED	0.873140049802162
SRR5808386	MIXED	0.896185503415585
SRR5808387	MIXED	0.913860708492292
SRR5808388	MIXED	0.807534972075851
SRR5808389	MIXED	0.943322897675793
SRR5808390	MIXED	0.907462029064516
SRR5808391	MIXED	0.960738560682102
SRR5808392	MIXED	0.848755035752265
SRR5808393	MIXED	0.960408821428966
SRR5808394	MIXED	0.880763469170911
SRR5808395	MIXED	0.914274354190215
SRR5808396	MIXED	0.933558802430658
SRR5808397	MIXED	0.961295808017407
SRR5808398	MIXED	0.935844196106647
SRR5808399	MIXED	0.950784485012154
SRR5808400	MIXED	0.940663403356762
SRR5808401	MIXED	0.955250723202668
SRR5808402	MIXED	0.944649283953649
SRR5808403	MIXED	0.921326443698906
SRR5808404	MIXED	0.93825226903041
SRR5808405	MIXED	0.938238000394966
SRR5808406	MIXED	0.943748927506078
SRR5808407	MIXED	0.925367557745129
SRR5808408	MIXED	0.929179869207184
SRR5808409	MIXED	0.923433774583656
SRR5808410	MIXED	0.910717411989861
SRR5808411	MIXED	0.929776519314505
SRR5808412	MIXED	0.916173805705082
SRR5808413	MIXED	0.899066158008883
SRR5808414	MIXED	0.921194814874283
SRR5808415	MIXED	0.927351445485118
SRR5808416	MIXED	0.967807387856708
SRR5808417	MIXED	0.934362536040986
SRR5808418	MIXED	0.973804529897368
SRR5808419	MIXED	0.924872638644398
SRR5808420	MIXED	0.950351864518231
SRR5808421	MIXED	0.92507723877544
SRR5808422	MIXED	0.965460195777123
SRR5808423	MIXED	0.865988935552249
SRR5808424	MIXED	0.942669034942951
SRR5808425	MIXED	0.89876385802493
SRR5808426	MIXED	0.948691408119204
SRR5808427	MIXED	0.90798497859737
SRR5808428	MIXED	0.939103137804006
SRR5808429	MIXED	0.949496538861878
SRR3166006	FOODWASTE	0.70467209978073
SRR3166007	FOODWASTE	0.838364268932198
SRR2312703	FOODWASTE	
SRR2420280	FOODWASTE	
SRR3161878	FOODWASTE	
SRR21103440	SYNTHETIC	0.937227891736251
SRR21103441	SYNTHETIC	0.848929168006087
SRR21103442	SYNTHETIC	0.809576540196126
SRR21103443	SYNTHETIC	0.905024720110629
SRR21103444	SYNTHETIC	0.75007746581544
SRR21103445	SYNTHETIC	0.868739402623091
SRR21103446	SYNTHETIC	0.6268032504582
SRR21103447	SYNTHETIC	0.89917555388574
SRR21103448	SYNTHETIC	0.894947354730762
SRR21103449	SYNTHETIC	0.950415890651222
SRR21103450	SYNTHETIC	0.829124187489602
SRR21103451	SYNTHETIC	0.649000340006292
SRR21103452	SYNTHETIC	0.913380958343652
SRR21103453	SYNTHETIC	0.91382035126498
SRR21103454	SYNTHETIC	0.893137874171705
SRR21103455	SYNTHETIC	0.929261971032504
SRR21103456	SYNTHETIC	0.856089069202968
SRR21103457	SYNTHETIC	0.670921295173624
SRR21103458	SYNTHETIC	0.862879571392425
SRR21103459	SYNTHETIC	0.945545791557243
SRR21103460	SYNTHETIC	0.79107185613346
SRR21103461	SYNTHETIC	0.865870678751919
SRR21103462	SYNTHETIC	0.722292194560498
SRR21103463	SYNTHETIC	0.80006328206061
SRR21103464	SYNTHETIC	0.887855789243151
SRR21103465	SYNTHETIC	0.962860988760121
SRR21103466	SYNTHETIC	0.84117686167808
SRR21103467	SYNTHETIC	0.876768080214554
SRR21103468	SYNTHETIC	0.932096597022304
SRR21103469	SYNTHETIC	0.805298191808125
SRR21103470	SYNTHETIC	0.835142244117618
SRR21103471	SYNTHETIC	0.868537120153202
SRR21103472	SYNTHETIC	0.76321115599662
SRR21103473	SYNTHETIC	0.747477106855671
SRR21103474	SYNTHETIC	0.795795240118594
SRR21103475	SYNTHETIC	0.808413099048917
SRR21103476	SYNTHETIC	0.881332175349867
SRR21103477	SYNTHETIC	0.875992489617256
SRR21103478	SYNTHETIC	0.910460712568621
SRR21103479	SYNTHETIC	0.904608929333858
SRR21103480	SYNTHETIC	0.994030211476957
SRR21103481	SYNTHETIC	0.889418706264772
SRR21103482	SYNTHETIC	0.851536763000056
SRR21103483	SYNTHETIC	0.896336053411258
SRR21103484	SYNTHETIC	0.905401627438286
SRR21103485	SYNTHETIC	0.909662875922454
SRR21103486	SYNTHETIC	0.653479363061385
SRR21103487	SYNTHETIC	0.885045562928987
SRR21103488	SYNTHETIC	0.881224270995549
SRR21103489	SYNTHETIC	0.894741735148989
SRR21103490	SYNTHETIC	0.892124978315692
SRR21103491	SYNTHETIC	0.683878251535723
SRR21103492	SYNTHETIC	0.804135689973613
SRR21103493	SYNTHETIC	0.872375382469915
SRR21103494	SYNTHETIC	0.897806420472953
SRR21103495	SYNTHETIC	0.90158439500638
SRR21103496	SYNTHETIC	0.947675725776843
SRR21103497	SYNTHETIC	0.927655687541432
SRR21103498	SYNTHETIC	0.919501247771277
SRR21103499	SYNTHETIC	0.948902407404458
SRR21103500	SYNTHETIC	0.928783437237552
SRR21103501	SYNTHETIC	0.961573142649113
SRR23782922	SYNTHETIC	0.932927580095726
SRR23782923	SYNTHETIC	0.931921488523151
SRR23782924	SYNTHETIC	0.893223635203526
SRR21283101	MANURE	0.632474691745399
SRR21283102	MANURE	0.622483862162001
SRR21283103	MANURE	0.958805157910244
SRR21283104	MANURE	0.856522245987226
SRR21283105	MANURE	
SRR21283106	MANURE	0.925625084553333
SRR21283107	MANURE	0.706923786757531
SRR21283108	MANURE	
SRR21283109	MANURE	0.878121814256879
SRR21283110	MANURE	
SRR21283111	MANURE	
SRR21283112	MANURE	0.845087996716789
SRR21283113	MANURE	0.850473462869751
SRR21283114	MANURE	0.89914586357758
SRR21283115	MANURE	0.878263621379313
SRR21283116	MANURE	
SRR21283117	MANURE	
SRR21283118	MANURE	0.247465685721627
SRR21283119	MANURE	
SRR21283120	MANURE	0.648307257349972
SRR21283121	MANURE	0.881956662779386
SRR21283122	MANURE	0.917998480846527
SRR21283123	MANURE	
SRR21283124	MANURE	0.827275032570434
SRR21283125	MANURE	0.594050544628641
SRR21465144	DOMESTIC-URBAN	0.869520406039469
SRR21465145	DOMESTIC-URBAN	0.903878205057269
SRR21465146	DOMESTIC-URBAN	0.834954188281873
SRR21465147	DOMESTIC-URBAN	0.874413588777602
SRR21465148	DOMESTIC-URBAN	0.855300383563837
SRR21465149	DOMESTIC-URBAN	0.896142629236857
SRR2392481	VINASSE	0.674228256141013
SRR2346090	VINASSE	0.877568347062252
SRR2320475	VINASSE	0.916913348152707
SRR2218496	VINASSE	0.806746545665749
SRR2239272	VINASSE	0.805023491533807
SRR2243221	VINASSE	0.774859964381033
SRR2193375	VINASSE	0.675359279265966
SRR2193668	VINASSE	0.315997132978425
SRR4450465	MANURE	
SRR4450466	MANURE	
SRR4450467	MANURE	
SRR4450468	MANURE	
SRR4450469	MANURE	
SRR4450470	MANURE	
SRR4450471	MANURE	
SRR4450472	MANURE	
SRR4450473	MANURE	
SRR4450474	MANURE	
SRR4450475	MANURE	
SRR4450476	MANURE	
SRR4450477	MANURE	
SRR4450478	MANURE	
SRR4450479	MANURE	
SRR4450480	MANURE	
SRR4450481	MANURE	
SRR4450482	MANURE	
SRR4450483	MANURE	
SRR4450484	MANURE	
SRR5436374	ALGAE	0.804797958877128
SRR5436375	ALGAE	0.578975456468149
SRR5436376	ALGAE	0.577734326635163
SRR5436377	ALGAE	0.808305417031483
SRR5436378	ALGAE	0.777906227349038
SRR5436379	ALGAE	0.772747745547404
SRR5436380	ALGAE	0.83229396754585
SRR5436381	ALGAE	0.72553717380201
SRR5436382	ALGAE	0.749313751620354
SRR5436383	ALGAE	0.607424630136456
SRR7268534	SYNTHETIC	
SRR7268535	SYNTHETIC	0.863603910084131
SRR7268536	SYNTHETIC	0.669591945535779
SRR7268537	SYNTHETIC	0.846652735115071
SRR7268538	SYNTHETIC	0.952819531114783
SRR7268539	SYNTHETIC	0.842348327022724
SRR7268540	SYNTHETIC	
SRR7268541	SYNTHETIC	0.885783703310805
SRR7268542	SYNTHETIC	0.920619835714305
SRR7268543	SYNTHETIC	0.873054894444886
SRR7268544	SYNTHETIC	0.814558524836638
SRR7268545	SYNTHETIC	0.958082580486617
SRR7268546	SYNTHETIC	0.843295926146438
SRR7268547	SYNTHETIC	
SRR7268548	SYNTHETIC	0.962961064794514
SRR7268549	SYNTHETIC	0.938223291770609
SRR7268550	SYNTHETIC	0.972543828173937
SRR7268551	SYNTHETIC	0.875354663040857
SRR7268552	SYNTHETIC	0.91829583405449
SRR7268553	SYNTHETIC	0.831542777499607
SRR7268554	SYNTHETIC	
SRR7268555	SYNTHETIC	0.839187809998971
SRR7268556	SYNTHETIC	0.979569764547061
SRR7268557	SYNTHETIC	0.878116952038195
SRR20650155	SILAGE	0.835712143100758
SRR20650156	SILAGE	0.775158643507342
SRR20650157	SILAGE	0.720707749495678
SRR20650158	SILAGE	0.760290279049636
SRR20650159	SILAGE	0.726458153668587
SRR20650160	SILAGE	0.764448446162489
SRR20650161	SILAGE	0.807740225850201
SRR20650162	SILAGE	0.811316534854294
SRR20650163	SILAGE	0.820222494722503
SRR20650164	SILAGE	0.793614269699006
SRR20650165	SILAGE	0.777442270331914
SRR20650166	SILAGE	0.822110222623838
SRR20650167	SILAGE	0.830145870360017
SRR20650168	SILAGE	0.823006642206875
SRR20650169	SILAGE	0.803474316830413
SRR20650170	SILAGE	0.822675382155641
SRR20650171	SILAGE	0.726070030167208
SRR20650172	SILAGE	0.79275602553869
SRR20650173	SILAGE	0.73740627101506
SRR20650174	SILAGE	0.804995724547531
SRR20650175	SILAGE	0.86187815022999
SRR20650176	SILAGE	0.758972717706157
SRR20650177	SILAGE	0.832840187825999
SRR20650178	SILAGE	0.778785226757653
SRR20650179	SILAGE	0.717479200088951
SRR20650180	SILAGE	0.7961327185138
SRR20650181	SILAGE	0.803399063658934
SRR20650182	SILAGE	0.657923683100579
SRR20650183	SILAGE	0.780584452842047
SRR20650184	SILAGE	0.71785375562796
SRR20650185	SILAGE	0.731526170810289
SRR20650186	SILAGE	0.80923689649681
SRR20650187	SILAGE	0.77329093744416
SRR20650188	SILAGE	0.789732404639089
SRR20650189	SILAGE	0.667199711269134
SRR6484253	FOODWASTE	0.988489743451418
SRR6484258	FOODWASTE	0.975176744093026
SRR6484259	FOODWASTE	0.91829583405449
SRR6484260	FOODWASTE	0.968583193561574
SRR6484261	FOODWASTE	
SRR6484262	FOODWASTE	0.975106032457374
SRR6484263	FOODWASTE	0.917209722462608
SRR6484264	FOODWASTE	0.970835762725816
SRR6484265	FOODWASTE	0.946411928215015
SRR6484266	FOODWASTE	0.920782221161602
SRR6484267	FOODWASTE	0.966538551452305
SRR6484268	FOODWASTE	0.954908028417711
SRR6484273	FOODWASTE	0.968392514041223
SRR6484276	FOODWASTE	0.975855329321452
SRR6484277	FOODWASTE	0.977069649636775
SRR6484278	FOODWASTE	0.964660010374081
SRR6484279	FOODWASTE	0.940498965264236
SRR6484280	FOODWASTE	0.942440022330926
SRR6484281	FOODWASTE	0.938431425318885
SRR6484246	FOODWASTE	0.926398624786288
SRR6484247	FOODWASTE	0.963574054859188
SRR6484248	FOODWASTE	0.91829583405449
SRR6484249	FOODWASTE	0.936634767250641
SRR6484250	FOODWASTE	0.976614668672714
SRR6484251	FOODWASTE	0.948769510358905
SRR6484252	FOODWASTE	0.966863346962478
SRR6484254	FOODWASTE	0.978783163830819
SRR6484255	FOODWASTE	0.982567593073364
SRR6484256	FOODWASTE	1
SRR6484257	FOODWASTE	0.91829583405449
SRR6484269	FOODWASTE	0.967488764883562
SRR6484270	FOODWASTE	0.920619835714305
SRR6484271	FOODWASTE	0.957686692191732
SRR6484272	FOODWASTE	0.973226527868256
SRR6484274	FOODWASTE	
SRR6484275	FOODWASTE	0.960229717860762
SRR7698539	SYNTHETIC	
SRR2158275	MANURE	0.724760314130717
